cls,threshold,specificity,recall_subpatch,recall_all,n_subpatch,n_positive,youden_threshold
IRF,0.526,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.528,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.53,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.532,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.534,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.536,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.538,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.54,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.542,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.544,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.546,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.548,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.55,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.552,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.554,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.556,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.558,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.56,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.562,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.5640000000000001,0.9472049689440993,0.4430379746835443,0.6101694915254238,79,118,0.16
IRF,0.5660000000000001,0.9472049689440993,0.43037974683544306,0.6016949152542372,79,118,0.16
IRF,0.5680000000000001,0.9472049689440993,0.43037974683544306,0.6016949152542372,79,118,0.16
IRF,0.5700000000000001,0.9472049689440993,0.43037974683544306,0.6016949152542372,79,118,0.16
IRF,0.5720000000000001,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.5740000000000001,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.5760000000000001,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.5780000000000001,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.58,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.582,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.584,0.9503105590062112,0.4177215189873418,0.5932203389830508,79,118,0.16
IRF,0.586,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.588,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.59,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.592,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.594,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.596,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
